date,total_loans,overdue_90_plus,npl_ratio_90plus,source,year,brent_price,brent_return,vix,vix_innovation,oil_shock,vix_shock
2022-06-01,20649.3620311868,1423.08141459509,6.8916483349258,89185.bin,2022,122.71095238095238,0.07946046583857935,28.23318181818182,2.222729835346179,0.7096639348926828,0.5124546534288706
2022-07-01,21305.5960212272,1551.27874462801,7.281085885053081,89185.bin,2022,111.92571428571429,-0.09199622326052381,24.995238095238093,-0.23966522619936725,-0.7636246780757586,-0.05909200726911988
2022-08-01,21545.63170158,1526.06940712504,7.082964325493089,89185.bin,2022,100.44636363636364,-0.10821149605861269,22.169565217391302,-0.7411469286041594,-0.9029588556755186,-0.17549095432950848
2022-09-01,21791.8760298886,1517.85163107641,6.96521781325572,89185.bin,2022,89.7647619047619,-0.11243139798177282,27.34181818181818,6.459369813491669,-0.9392195200094828,1.4958214047286493
2022-10-01,22300.4711006053,1478.3110135051702,6.629057327246509,89185.bin,2022,93.33190476190477,0.03896951637070778,30.005714285714287,5.4106304531290945,0.3617343493352779,1.25239845090679
2022-11-01,22712.8254513304,1536.63596544695,6.76549894129065,89185.bin,2022,91.41545454545455,-0.020747457164455696,23.29909090909091,-3.208133574086208,-0.15140011962347388,-0.7481033678415805
2022-12-01,23471.675060570095,1550.96143769658,6.6078003964107195,89185.bin,2022,80.924,-0.12190410848192812,21.784285714285716,0.09106548896826183,-1.0206163823142174,0.017673918230126113
2023-02-01,24141.41218,1323.79663,5.48,97815.bin,2023,82.58500000000001,0.0010124567650224847,20.1205,0.6740201803052415,0.035577907188553616,0.15298356548175407
2023-03-01,24280.457874,1287.561814,5.3,97815.bin,2023,78.43434782608696,-0.051566124532248736,21.644347826086957,2.232715414943396,-0.4162179691830632,0.5147724068889272
2023-04-01,24621.763321,1382.398948,5.609999999999999,97815.bin,2023,84.63833333333334,0.07612533523397413,17.817894736842106,-2.6875533712858015,0.6810059107097515,-0.627271466745538
2023-05-01,25169.165163,1502.449455,5.970000000000001,97815.bin,2023,75.466,-0.11470505297514144,17.63608695652174,-0.12273883070296421,-0.9587565239557835,-0.03195221482189335
2023-06-01,25548.072208,1501.130622,5.88,97815.bin,2023,74.83909090909091,-0.00834186949351512,14.003181818181817,-3.625142615466819,-0.04480170606018504,-0.8448953606473011
2023-07-01,25893.324059,1373.179888,5.3,97815.bin,2023,80.10809523809523,0.06803655890756222,13.932380952380951,-1.0882495908775205,0.611500882255229,-0.25605697342199457
2023-08-01,26386.475237,1434.22888,5.4399999999999995,97815.bin,2023,86.14772727272727,0.07268666846441274,15.85391304347826,0.8841032561032236,0.6514582236407477,0.2017459604023055
2023-09-01,26846.222503,1525.328973,5.680000000000001,97815.bin,2023,93.72238095238096,0.08427343669378029,15.173333333333332,-1.1757493233665528,0.7510207066393828,-0.2763665414101161
2023-10-01,27693.954341,1399.569558,5.050000000000001,97815.bin,2023,90.59590909090909,-0.033927959764369575,18.887727272727272,3.027163716991147,-0.26465720218868033,0.6991718484016075
